geneID	A1AbRi	A5AbRi	A9AbRi	A2CRi	A6CRi	A10CRi	A3AbTo	A7AbTo	A11AbTo	A4CTo	A8CTo	A12CTo
ENSRNOG00000043069	11.70879516	12.85084496	11.48072693	8.55156342	11.14078568	11.38187626	9.161081552	10.42921448	9.283024943	9.607230631	9.833610967	9.679441458
ENSRNOG00000018967	4.448728143	3.894157993	5.968608189	2.142008874	3.595864057	4.612278519	10.86759272	10.41094629	9.173152827	10.65201264	10.8931863	9.369292704
ENSRNOG00000045902	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017915	5.995868564	4.551723393	5.055023842	5.886861687	3.369328524	5.039622271	9.657680401	7.760901621	6.864859663	8.863095301	9.168967286	7.708878369
ENSRNOG00000031760	0.056186711	0.040134842	0.167194627	0	0.110972113	0.075582393	0.345385818	0.435688386	0.556749681	0.717198273	0.492129992	0.641277365
ENSRNOG00000032043	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023360	129.7221693	77.61276373	79.08241335	125.7101934	74.0937063	80.30837572	150.2258374	140.9070547	152.1033306	139.752806	145.7684275	150.3082544
ENSRNOG00000042929	3.338411117	4.144778536	2.500419694	1.291897802	2.19785383	3.492869602	2.809501444	2.011272829	1.151137337	3.338371218	3.797478402	2.721598648
ENSRNOG00000012332	1.062323137	0.175114652	1.1116138	0.4980606	1.09749473	0.952691752	1.004648571	1.000514327	0.934302603	0.605661156	1.041086476	0.645691015
ENSRNOG00000003070	5.39990631	5.615269516	4.90330831	4.515147158	4.904512308	4.809694709	4.403260595	4.977322064	3.639948626	4.598184591	4.972460547	4.418332578
ENSRNOG00000046312	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029235	0.374915468	0.344322792	0.364288923	0.244830479	0.423131691	0.432288412	1.666752989	1.551966839	1.143079305	1.609911888	2.004410697	1.222580918
ENSRNOG00000003846	154.7081029	154.9331693	156.2290741	133.7580054	164.750134	150.5240888	250.6981138	256.3533935	279.2161617	255.512838	254.7640858	274.6847629
ENSRNOG00000018215	0	0	0.668638704	0	0	0.789922784	0	0.025677315	0	0	0	0
ENSRNOG00000020533	24.99210008	26.12928855	14.98162772	28.90486627	25.18827381	14.38854373	20.46808171	24.65300686	20.87877499	19.4239515	22.38425321	20.6475385
ENSRNOG00000019451	0.147891512	0.211281361	0.341286782	0.300462926	0.083455593	0.208417248	0.665594868	0.70704626	0.434802451	0.574160183	0.403747628	0.445169493
ENSRNOG00000031612	7.175810081	7.066386893	4.117457921	6.809389373	5.365778394	4.634452935	5.92224091	5.71257314	5.537105282	6.930801268	6.113522922	5.833324366
ENSRNOG00000032534	0	0.420098281	0.050001568	0.537679057	0.185850266	0.316453554	0.090380317	0.240022377	0.179310601	0.1452975	0.280975043	0.051633541
ENSRNOG00000007046	1.537390719	1.944069441	1.254098196	2.405885949	1.706970866	1.62094229	1.740042811	1.458376816	1.441042997	1.334507632	1.439213826	1.13087127
ENSRNOG00000023830	11.57872031	8.094091895	9.465594229	12.56615359	5.590118027	8.608791724	8.212575164	7.916250755	6.977493588	8.801817933	9.062042121	6.0384914
ENSRNOG00000037204	18.76459571	16.00214367	15.23704916	22.35106235	15.59549233	16.35070306	14.52075988	14.55605416	16.06110665	13.73601047	12.08032129	13.86493342
ENSRNOG00000014627	0.07405212	0.158688953	0.251836195	0	0.058502945	0.09961495	0.483656829	0.453333201	0.620887898	0.579342017	0.29482278	0.357576635
ENSRNOG00000025728	0	0.04204522	0	0	0.046501709	0.052786692	0.090456458	0.120112293	0.067298123	0.072709953	0.093737251	0.07751556
ENSRNOG00000048281	0	0	0	0	0	0	0	0	0	0	0	0
Novel00268	31.32220937	40.66092693	24.02606347	46.20037315	33.46549942	23.63272	30.63960011	33.25530872	32.99270556	31.79094869	31.42876676	28.76769771
ENSRNOG00000051122	0	0	0	0	0	0	0.050220681	0	0	0	0	0
ENSRNOG00000038300	0	0	0.072529747	0	0	0.076505255	0.131101118	0	0	0.070253736	0	0.074897004
ENSRNOG00000017561	7.638790778	5.665007767	4.674380541	5.387274561	5.381374698	4.668791778	6.617274178	6.751381499	5.488702477	6.370829918	7.825820219	5.211391968
ENSRNOG00000049833	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029640	0	0	0	0	0	0	0	0	0	0.185605838	0	0
Novel00039	0	0	0.015921164	0	0	0	0.014389147	0	0	0	0	0
ENSRNOG00000003872	0.215909071	0.293030235	0.201922277	0.131595121	0.443490654	0.290440994	0.315213922	0.176233982	0.32914245	0.337830157	0.30945459	0.170601303
ENSRNOG00000011882	2.421348122	2.13066421	3.192365285	0.819886297	2.24560515	2.580582572	7.226430612	6.330225506	6.125289741	6.531162742	7.460585958	6.870398874
ENSRNOG00000000909	15.96153369	12.13085469	10.61190445	17.3782746	11.81981087	11.3243749	12.18460364	11.42967516	13.18277845	12.01206886	11.54804914	11.72661926
ENSRNOG00000009183	26.15092184	20.46934844	35.50605421	28.58186195	20.37022935	39.61660871	32.86413259	37.57900315	29.01444663	30.59290631	36.92653386	26.8482672
ENSRNOG00000047345	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050704	0	0	0	0	0	0	0	0	0	0	0	0
Novel01730	2.378491082	0.318559633	0.126386941	0.906046411	0.234883102	0.533257904	0.228450672	0.121338972	0.113309039	0.367262616	0.946945678	0.130512014
ENSRNOG00000045581	0.021738698	0	0.018482222	0.309157093	0.017174091	0.077981087	0.18374144	0.053232094	0.082848862	0.071608973	0.034619203	0.114512719
Novel00390	0.760814978	1.177495073	1.078073729	0.644043879	0.601062022	1.023448699	0.974335899	1.759525196	1.546431894	1.566365059	2.322251084	1.55856452
Novel01845	2.358419427	1.789937739	1.002563079	0.449200225	1.863207732	2.247220807	3.058058052	0.842205098	3.14587965	1.820816766	1.995278473	3.494087456
ENSRNOG00000046698	52.0181215	42.80709367	39.31851987	56.74995434	39.77262037	38.7896857	63.73319422	58.1053415	58.0077565	62.78985875	58.04448642	59.24486709
ENSRNOG00000000459	3.137563194	3.990427528	8.06772283	6.063465026	3.08332309	7.549132973	4.174917272	4.309992168	3.033157628	3.088009508	5.423156861	3.224918981
ENSRNOG00000048134	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028278	0	0	0	0	0	0.040555213	0	0	0	0	0	0
ENSRNOG00000012581	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030223	0.069073827	0.17269092	0.146816269	0	0.081854962	0.123890862	0.079613309	0.028190468	0.13162444	0.14220912	0.027500276	0.151608123
ENSRNOG00000016174	6.444152111	6.622054069	5.142394241	3.962120428	5.537616183	6.235363958	5.90718729	4.93700395	4.308677052	6.470676024	6.301479128	6.253172696
ENSRNOG00000045606	0.066351544	0.047395704	0.075216033	0	0.069892408	0.158677566	0.237924252	0.198582616	0.016858262	0.091069658	0.228942628	0.135924193
ENSRNOG00000045673	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037134	0.859800983	0.400543144	0.889915542	0.227844737	0.236265507	0.737545041	2.010708165	1.40361079	2.05156655	1.877906046	1.339479741	1.969202133
ENSRNOG00000005021	13.9736351	20.96425773	21.55800114	11.8217484	20.26705626	23.50143761	23.26933278	24.85715504	24.05389029	23.95951351	24.28239275	21.32939196
ENSRNOG00000018327	1.029066151	2.127846642	1.151198885	2.310769528	1.754340071	1.602874048	1.623062335	1.01680177	1.816458084	1.293485647	1.638803276	1.236323107
Novel00554	0	0.123840387	0.221098744	0	0.068483287	0.155478421	0.799293916	0.495291832	0.330367546	0.214160582	0.621212813	0.684945184
ENSRNOG00000036954	27.96999157	20.49866489	18.19725347	30.99759105	20.57117668	18.95016501	30.51803812	30.47127391	29.13018788	29.82610369	28.42261302	28.32641234
ENSRNOG00000012094	0	0.038676128	0.082860626	0.154003549	0.051330622	0.097113769	0.116491431	0.07071211	0.132065092	0.142685207	0.094848674	0.066550608
ENSRNOG00000032910	0.898510488	0.359417418	0.550017245	0.693672363	0.511088232	0.67685899	0.883718651	0.440041024	0.739656227	0.621550415	0.429267427	0.410199796
ENSRNOG00000041468	0.852050921	1.217260385	4.34647774	0	3.365702991	4.584717342	22.91471684	9.736712601	4.546179738	18.9453764	8.141423208	9.724736632
ENSRNOG00000010106	6.589193789	4.422712733	7.002658582	3.866043559	4.756860227	7.386489052	17.72071435	18.31429275	19.22384575	18.10335968	17.73021054	21.89312503
Novel01657	1.281201263	0.976189258	1.125585413	1.084560445	1.282094196	1.493676249	3.183088678	2.963014619	1.692709606	3.51698104	4.114669981	1.837219851
ENSRNOG00000016627	0.147947434	0.766184541	0.534585316	0	0.525969043	0.796075854	1.108390901	1.026467319	0.845768899	0.852863248	1.148591469	1.136539241
ENSRNOG00000016042	0	0.022240497	1.376513747	0	0.098391317	1.172739641	0	0.050828268	0.047464571	0	0	0
ENSRNOG00000051136	0.16286288	0.232669817	0.27693176	0.992638259	0.128665569	0.146055486	0.125141977	0.13293547	0	0.134120769	0.259361578	0
ENSRNOG00000000567	2.237945784	0.632409831	2.948138897	0.92433105	0.330291445	2.955348713	7.879980163	5.981955778	6.054714966	7.777021813	6.814609077	4.210287243
ENSRNOG00000037506	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007367	4.362216994	5.34910573	5.130441814	6.277584825	3.388818121	4.30324146	9.664580736	3.145217256	3.380405983	7.484106376	4.110246784	3.893631044
ENSRNOG00000013446	12.58199068	12.49394067	8.549654145	9.488971731	11.18258262	12.30930932	8.495996358	9.569721623	8.064573762	10.55775637	9.411322326	8.368437442
ENSRNOG00000010737	20.8010428	20.46853481	22.08149367	10.2293665	19.32067099	20.18857447	40.6304034	39.47939339	41.19354214	41.75253423	40.61801495	46.04815362
ENSRNOG00000051139	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050309	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009462	12.36167295	17.3776196	15.97502316	10.04580828	14.64902576	17.91489928	9.916505303	11.42200751	11.11839934	9.854317039	11.22110524	9.593972303
Novel00872	0.087444525	0.124925346	0	0	0.034541633	0.1960507	0.436743933	0.428255194	0.833154699	0.504085943	0.626655228	0.460630637
ENSRNOG00000037894	0	0.124148447	0.147765827	0	0	0	0	0.141863972	0.132475742	0	0.138390693	0
ENSRNOG00000010712	30.2653265	30.34106832	20.7351361	27.26183569	26.77338091	22.01806933	28.24781889	30.53999855	30.88306692	30.32834088	30.52019195	30.81364249
ENSRNOG00000036667	8.613357907	7.635846929	8.00960721	9.296491606	6.774380285	8.758988516	10.19352684	11.17360304	10.08244658	12.19155574	10.74694748	10.63417921
ENSRNOG00000001232	4.109892678	3.311247983	4.022424338	2.718552386	3.888745207	5.357199357	4.994037955	4.914975307	4.698992502	4.762021196	5.403484487	5.328496648
Novel01609	15.82353647	12.01278848	13.25818374	7.920471357	13.64840434	12.819485	29.13370938	25.70686922	25.695366	27.88758178	29.27735359	30.06631248
ENSRNOG00000050538	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047533	0	0	0	0	0	0	0	0	0	0	0.059820493	0
ENSRNOG00000049871	0.218679736	0.03905139	0.185921322	0.083302389	0.237548051	0.245140077	0.714131797	0.245431331	0.166683093	0.337663203	0.435313447	0.383979007
ENSRNOG00000047440	3.653237936	2.446454696	3.494227203	0.695819956	2.705761228	3.480989093	15.6145288	17.89155033	16.53349214	15.79469289	17.99893072	19.84550326
ENSRNOG00000008061	5.269387539	3.223784924	3.42224417	2.924193083	3.854576051	3.609824583	10.15983315	8.602187429	9.074218296	10.24590887	8.508128373	9.980705742
ENSRNOG00000008914	0	0	0	0.617162048	0	0	0.466833983	0	0.154363039	0	0.161255242	0
ENSRNOG00000001487	22.77431021	20.15700672	17.72970016	19.27642766	17.75265713	18.31296701	20.46234278	20.02745122	21.60811338	21.54991968	21.18149936	21.07237586
ENSRNOG00000050358	0	0	0	0	0	0	0.092641774	0	0	0	0	0
ENSRNOG00000017099	11.9484706	13.65589738	26.79110086	12.54896164	20.73507178	24.26400745	24.4621007	19.37343743	26.61218788	23.64887372	18.25409343	26.88320505
ENSRNOG00000018596	0	0	0	0.183631657	0	0	0	0	0.034447121	0	0.071970322	0
ENSRNOG00000008217	1.36567974	1.521813413	1.114655746	1.22081312	0.81997893	0.734845235	0.797523262	0.936368765	1.540613127	1.484556469	1.174427351	1.151036368
ENSRNOG00000012821	0	0	0	0	0	0	0.038265081	0	0	0.041010556	0.039652928	0
ENSRNOG00000023411	0.715749631	0.806231169	0.53831475	1.286362188	0.695949933	0.740635977	1.438393123	2.291958353	1.342921944	1.47358457	1.556322758	1.885173531
ENSRNOG00000011658	3.728214599	4.122696666	3.200202954	3.423048608	3.426834795	1.928921611	3.085080399	3.65760112	2.814412817	2.863605722	3.082796474	2.95845088
ENSRNOG00000011178	0.185449703	0.09935171	0.118251883	0	0.109882274	0.083155678	0.21374615	0.416272384	0.247370099	0.458164378	0.295331432	0.12211144
ENSRNOG00000051071	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000040314	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038648	0	0	0	0	0	0	0	0.184560895	0	0	0	0
ENSRNOG00000026643	25.69644677	25.96600605	23.51516786	14.50475234	26.67306493	22.72689447	25.29351673	22.33129248	20.50036276	23.96660721	23.32509282	23.58887574
ENSRNOG00000029242	1.411478293	1.209883049	1.960061455	1.386017124	0.669060958	3.291116961	4.916689219	4.838851111	6.81380282	4.300805987	4.046040625	4.130683262
Novel00975	0.131331157	0.093811421	0.446630545	0	0.207509508	0.353333479	0.100913361	0.214395927	0.200207701	0	0	0
ENSRNOG00000046324	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014406	0	0	0.144882591	0	0	0	0.261882478	0.463652981	0.259781699	0.561344486	0.497531418	0.099740889
ENSRNOG00000009566	11.07474897	9.311468025	8.868935458	9.911450669	8.228818879	8.83455337	14.12660175	14.31494747	13.65457872	15.64398017	15.1510777	15.63126038
ENSRNOG00000024009	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035517	4.328117068	5.74159102	4.205441589	3.768511619	6.350158209	4.435950703	0.475096531	0.504684218	0.471285384	0.509184158	1.969311808	2.171350317
ENSRNOG00000004327	0	0	0.021146978	0	0	0.022306089	0.038224214	0.020302356	0.113752755	0.020483378	0.059415869	0
ENSRNOG00000035515	0	0	0	0	0	0	0	0.655509387	0.612129291	0	0	0
ENSRNOG00000020502	326.0514858	494.4187082	617.4399303	530.4772299	494.359584	496.3691533	278.3486507	271.7854291	259.175542	268.8385666	266.6148103	234.2628498
ENSRNOG00000013493	143.4200861	128.4092045	141.0402745	154.8572381	128.1960187	124.9301903	97.51210182	103.0336336	104.732202	95.458159	98.84889672	100.7431179
ENSRNOG00000003114	14.03406889	8.465838325	8.677638724	11.66409579	7.055522694	8.581198486	8.693969727	6.193476966	6.551342422	7.520559477	6.817121547	5.718445656
ENSRNOG00000028111	2.029000047	1.606875925	1.912559965	1.859473405	1.428723921	2.017391406	3.524832345	3.972370331	3.233194266	4.080438112	4.366820466	3.207733721
ENSRNOG00000030098	0.0816217	0.019434453	0.023131566	0	0.021494365	0.024399456	0.167245819	0.088830711	0.062214075	0.022405689	0.129983782	0.071659634
ENSRNOG00000051272	0.891934156	0.955678898	1.516643297	0	0.704649307	1.199830283	1.142253362	1.941423546	1.473017508	0.856946104	1.538786727	0.913584096
ENSRNOG00000013823	0.224897561	0.124947686	0.276188917	0.152303939	0.138191239	0.201688209	0.13440678	0.142777259	0.342844947	0.123471695	0.218871117	0.131632289
ENSRNOG00000013255	71.92312186	77.26023268	64.08924041	88.08062368	71.11532437	63.87140533	46.09901858	43.40610113	45.46179738	46.64112274	48.72881244	44.00333318
ENSRNOG00000050578	157.976273	175.3393565	145.613415	168.0128097	170.9169506	138.4571113	132.9320094	126.4738651	138.4636457	127.0923658	127.7591036	131.8009642
ENSRNOG00000013552	5.228940215	6.46990765	24.12804861	10.62334587	21.63178217	23.98097177	10.49679694	14.06885275	14.35280041	9.851356351	12.81102415	15.09319957
ENSRNOG00000051364	1.518873381	2.061404	3.486631057	2.160067167	2.519887196	1.6345514	0.466833983	2.107605181	1.041950511	0.750493172	1.814121476	0.266698463
ENSRNOG00000000321	270.8811117	153.453937	106.221857	171.5901057	149.0871505	120.4278914	117.1143833	125.2729572	100.4810564	118.6600444	113.0743423	122.6480639
ENSRNOG00000028542	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010497	0	0.020588975	0.024505719	0	0	0	0.088590607	0	0	0.02373672	0	0
ENSRNOG00000007568	1.702669824	2.788958353	5.016711913	1.550684473	2.180070475	4.054328473	3.879821924	3.450513277	3.445927835	3.336225948	4.27766795	2.39692442
ENSRNOG00000003334	5.126098517	4.638938011	5.428368631	4.595681881	3.920033395	5.071519358	6.910483721	7.757773885	8.926858863	7.872013667	8.09076074	7.815727276
ENSRNOG00000042950	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011649	0	0.058853391	0	0	0.043394284	0	0.063308854	0.067251553	0.146535668	0.067851191	0.109341703	0.096447557
ENSRNOG00000002265	0.016991288	0.012137081	0	0	0.013423524	0	0.039167734	0.027737994	0.012951179	0.027985316	0.040588321	0.134257251
ENSRNOG00000001353	6.538122847	5.98281618	6.212671853	5.426118922	5.097753447	7.166366537	11.72224414	11.1268208	10.26018546	11.43717932	11.02453271	12.60578422
ENSRNOG00000021681	7.721551468	7.23677598	7.449482424	4.468882078	6.987120268	7.743211271	7.658394717	6.965697071	7.242157223	7.29087858	6.896900405	6.851241373
ENSRNOG00000031634	0	0	0	0	0	0	0.255647181	0	0	0.273989571	0	0
ENSRNOG00000011489	107.2877698	129.2007674	113.9118068	149.5416488	130.8969975	122.5425169	123.9136925	127.8606864	138.4338109	126.7443519	134.0803462	143.7123717
Novel01459	0	0.448004271	0.853168581	0.382263746	1.486468466	1.462390391	0.674688252	0.716705954	0.860497729	0.619796874	1.298437633	1.43164884
ENSRNOG00000043137	0	0.213890039	0	0.405563631	0.315414452	0	0.613553234	0.325881809	0.456473557	0.082196871	0.39737899	0.438147475
ENSRNOG00000025592	40.68030041	43.89677196	51.59335885	43.32664465	41.93948525	53.1276078	33.25348742	33.04795914	31.30074473	32.15464664	29.9032476	28.45395437
ENSRNOG00000001872	0.805396836	0.383536413	1.084183849	0.272713297	0.371164941	0.782470171	0.722000684	1.588712952	0.716208912	1.547606796	0.801629086	0.648172057
ENSRNOG00000041637	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050788	0	0	0	0.293279486	0.152059309	0.043152757	0.036973766	0	0	0.198132954	0	0.084491249
ENSRNOG00000015106	0	0.036322908	0.043232797	0	0.080345748	0	0.039072713	0.083012106	0.077518557	0	0	0
ENSRNOG00000051258	4.912606091	4.567443543	3.58002296	3.326889164	2.525779789	4.825210328	2.935948095	2.8005468	2.080283139	3.724545725	3.352885227	2.396119002
ENSRNOG00000031833	0	0.053263261	0.042263865	0	0.098181304	0	0.114591052	0.020287911	0.037890607	0.122812828	0.019791198	0.021821646
ENSRNOG00000004819	32.88352765	29.64100489	31.63450306	34.35063361	30.13184217	31.59638446	28.81964966	27.05392877	28.8442247	28.7382017	31.28988461	31.48863494
ENSRNOG00000008090	67.09901003	63.0693037	53.65183461	76.38321137	58.77358848	53.24958163	37.76836364	37.64282639	35.63880187	33.76837924	36.33958171	37.58984737
ENSRNOG00000011044	0.875713185	0.380225596	0.875918345	0.29652293	0.447657522	0.816137526	4.06371582	4.022465933	4.175085826	4.228017974	4.593931601	4.62806057
ENSRNOG00000032637	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000044085	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005348	0.437261715	1.539396348	1.035615841	0.348998655	1.258414833	1.06437038	1.151955112	0.484379534	0.428517868	0.925954919	0.596867861	0.383893183
ENSRNOG00000026928	0	0	0.050001568	0	0.046462567	0	0	0	0	0	0.046829174	0
ENSRNOG00000047306	0.346863283	0.389350662	0.463418785	0.151007735	0.195735919	0.399943428	0.761502241	0.404463239	0.302157437	0.571297402	0.552384979	0.47854405
ENSRNOG00000045006	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000799	33.75907317	25.53491045	23.38035789	38.67741779	25.08167151	25.22929029	45.45592083	39.56270512	41.7499101	43.5813553	41.86873458	45.29129878
ENSRNOG00000005234	5.574477833	5.497421864	4.208884568	2.715127169	4.10818168	4.710061158	4.706906791	5.399024322	4.22522289	5.138833863	5.391057032	4.191032557
ENSRNOG00000004210	0.124173298	0.236529269	0.809385567	0	0.16349979	1.039347454	0.477066718	0.168925701	0.031549318	0.170431901	0.263663785	0.399731701
ENSRNOG00000001582	2.529262542	1.853007765	2.793651947	1.163862216	1.537059905	3.586538886	5.182550527	4.958303831	4.267669964	5.394169671	4.95740126	4.403165215
ENSRNOG00000001589	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028858	16.35394795	11.16194955	10.62827441	14.13384285	11.12744305	9.099203108	18.19136467	15.69005097	18.37175541	18.4036377	16.43084206	19.84550326
ENSRNOG00000047128	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047635	29.73827573	26.289953	26.96364678	17.71933369	26.65681734	26.53849988	39.29644848	41.76753105	45.33449594	39.07118158	41.59850034	44.8354605
ENSRNOG00000013540	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009436	0.055561173	0.059532019	0.047238062	0	0.087789311	0.099654559	0.021346285	0.022675673	0.148225343	0	0.088482002	0.121949595
ENSRNOG00000004377	3.808518328	3.44916773	4.567891434	2.164672854	3.134188054	5.204541772	6.148969997	6.642934679	5.702216729	6.478137576	7.166231103	6.747073052
ENSRNOG00000000613	26.11138758	25.14069441	20.82502326	24.64026828	20.89164476	21.07076584	23.3528218	22.43903678	23.4192583	22.2865989	23.55599894	21.37944927
ENSRNOG00000032434	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030788	0	0	0	0	0.060128027	0	0	0	0	0	0.121204921	0
ENSRNOG00000013671	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042777	5.097194587	4.868060275	3.232265792	4.491278022	3.225974088	3.712493809	4.327763645	3.861719145	3.498833326	4.151256734	4.95562513	4.277280063
ENSRNOG00000045733	0	0	0	0	0	0	0	0	0	0	0.136858693	0
ENSRNOG00000010794	1.966578826	1.430764748	1.331394363	1.202315952	1.280317979	1.27373174	4.02959122	2.883421275	3.206140832	3.778871012	3.218800888	3.00548385
ENSRNOG00000007843	0.783681002	1.162646459	0.56377954	0.428658713	0.762002127	1.081239063	1.296984836	1.869813661	1.516327175	1.68790814	1.584030141	1.323137326
ENSRNOG00000047072	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027511	7.72580787	12.79683995	8.091599853	7.848046233	9.641876068	7.631399166	7.140914047	9.322099839	9.387944422	9.128594827	10.78782066	9.338720212
ENSRNOG00000032374	4.172163779	2.268530718	3.282455857	1.64466535	1.820239372	3.853287392	10.95728426	9.25074477	9.11319758	9.897323793	9.123424938	9.676732996
ENSRNOG00000020900	5.151570545	5.749732234	5.95387331	5.478379698	5.15092149	5.630539962	3.33990672	2.430973176	6.196751249	5.568175144	2.756015575	5.300171064
Novel00571	7.498389951	8.835210408	10.30744454	9.681458804	7.391043258	8.924180664	16.18115884	13.49941698	12.92654975	13.12923945	12.69460464	11.07453998
ENSRNOG00000012832	24.09525315	21.2122013	25.93264699	29.47002166	24.54284596	23.99353036	25.5426033	26.77154773	26.41263759	25.98160616	26.27651383	26.84979853
Novel01221	0.448478154	0.354074727	0.68231869	0.239775796	0.317012836	0.677381661	3.554877693	3.063399104	2.55481259	2.021598723	4.022119776	2.859800409
ENSRNOG00000020269	21.82465022	18.32156931	19.35783964	22.94698487	18.11630991	19.84966527	32.25156226	30.39438074	33.80399529	32.5685716	31.45153347	34.3353304
Novel00131	1.416246801	3.072394456	4.325811305	2.131340405	2.942210633	4.986281674	15.11427591	12.45910747	14.43329178	12.6565903	14.07533089	15.79567698
ENSRNOG00000011258	7.796165212	8.919669716	6.12274516	6.073866678	8.012123602	6.636098357	6.142784747	6.768018195	5.212215797	6.529113171	8.285774683	4.379403127
ENSRNOG00000045070	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000041822	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027736	0	0.0685545	0	0.194982515	0	0.043034206	0.405594085	0.078336973	0.036576407	0.079035453	0.076419037	0.08425913
ENSRNOG00000046718	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051307	0	0.02535315	0	0	0	0	0	0	0.01352686	0	0	0.077902777
ENSRNOG00000032026	0	0	0.224581711	0.17888755	0.069562103	0.157927672	0.067657099	0.107805892	0.167785912	0.253789961	0.070110975	0.077303902
ENSRNOG00000008464	0	0	0	0	0	0	0	0	0	0.061080478	0	0
ENSRNOG00000047369	0	0	0	0	0	0	0.047092902	0	0	0	0	0
ENSRNOG00000013704	0.365576788	0.522271769	0.237680582	0.633498132	0.40773798	0.231423098	0.347000329	0.509033605	0.295042927	0.425025373	0.376708922	0.453116502
ENSRNOG00000022225	0	0	0	0	0	0	0.149127522	0	0	0	0.051512091	0
ENSRNOG00000046398	13.68416244	14.47416586	14.65469676	10.9601471	11.53846652	17.34594565	9.200409849	8.914186973	10.73128357	15.38675894	11.83905013	8.89497133
ENSRNOG00000007422	4.234844876	3.691853631	3.830522888	3.587164768	2.586716117	3.300333579	7.693178144	9.641090907	7.383957751	8.846828234	9.825203221	8.885128494
ENSRNOG00000003313	10.55530591	8.202272886	9.030434842	8.793193778	8.687853814	8.990721514	10.31638182	9.805293383	11.47916542	10.54738612	9.688310772	11.39958916
ENSRNOG00000033224	0	0.105961095	0	0	0	0	0	0	0	0.122160955	0	0
ENSRNOG00000001483	8.525029374	9.553502925	8.35092496	12.3309632	8.613937999	7.368247471	9.659666032	8.950224321	10.99478381	11.09040012	9.911636875	10.35903048
ENSRNOG00000047428	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047992	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001291	81.3253721	70.6954916	57.84130505	96.14521724	69.60501968	63.82600002	100.8885602	96.56319889	107.7516148	107.0788393	97.8057458	114.4418925
ENSRNOG00000033507	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003779	26.67243902	24.0476312	19.36216597	26.84299589	24.05419335	22.36589449	21.6360391	24.95348311	22.87758676	24.61537834	22.86425083	24.88398235
ENSRNOG00000001911	5.931708365	7.049318594	9.28293568	5.012413025	7.796495463	12.66337279	18.95745813	18.59558485	19.16548758	19.36659564	17.13715554	17.97359287
ENSRNOG00000027923	10.84834897	8.929717475	10.70510984	5.403154186	7.597079267	11.10323231	9.744280939	10.22848389	8.887327468	9.923725479	9.331996924	9.445140399
ENSRNOG00000000507	0	0	0	0	0	0	0	0	0	0	0.031045234	0
ENSRNOG00000050966	0.013619527	0.038914367	0	0	0.010759752	0	0.062790536	0.055584129	0.02076228	0.044863789	0.119291159	0.035871723
ENSRNOG00000003050	14.10978212	9.159318356	15.62653069	12.28365667	8.770980258	14.38521055	19.33453516	20.11432586	19.07566203	19.10112588	19.73027162	18.73361815
ENSRNOG00000012980	9.647385617	8.075675694	8.330358272	8.039084927	7.562121024	8.651778717	9.20826254	9.412605663	8.04286383	7.324122501	9.242169388	7.477338779
ENSRNOG00000018567	33.79533201	32.13473552	37.33176985	31.09605481	34.97971697	37.88458161	26.15612063	27.18537352	27.60761035	27.44793521	28.66477256	25.735981
